序号,股票代码,股票简称,公司名称,省份,城市,主营业务收入(201712),净利润(201712),员工人数,上市日期,招股书,公司财报,行业分类,产品类型,主营业务
1561,300181,佐力药业,浙江佐力药业股份有限公司,浙江,湖州市,79391.17,4514.03,1867,2011-02-22,--,,中药生产,药用真菌系列产品、中药饮片、中药配方颗粒,药用真菌系列产品的研发、生产与销售。
1562,300182,捷成股份,北京捷成世纪科技股份有限公司,北京,北京市,436586.4,107440.42,1281,2011-02-22,--,,其他软件服务,音视频整体解决方案、媒体云平台及服务、虚拟工场、Auro-3D技术、影视剧内容制作、数字版权运营及服务,新媒体版权运营、影视内容制作与发行、音视频技术服务和数字教育云平台建设
1563,300183,东软载波,青岛东软载波科技股份有限公司,山东,青岛市,91344.42,23805.43,1225,2011-02-22,--,,集成电路,电力线载波通信产品、集成电路、智能家居产品、法院综合信息管理系统,低压电力线载波通信产品的研发、生产、销售和服务
1564,300184,力源信息,武汉力源信息技术股份有限公司,湖北,武汉市,823831.15,32381.85,1074,2011-02-22,--,,其他电子器件,电子元器件、结构模块器件（模组）、用电信息采集及控制系统产品、含嵌入式软件的芯片及套件、外协加工,IC等电子元器件的推广、销售及应用服务
1565,300185,通裕重工,通裕重工股份有限公司,山东,德州市,317068.13,21351.8,3086,2011-03-08,--,,基础件,大型铸锻件,从事锻件坯料、锻件、管模的制造和销售
1566,300187,永清环保,永清环保股份有限公司,湖南,长沙市,122893.9,14352.05,740,2011-03-08,--,,大气污染治理,大气净化、重金属综合治理（含药剂）、新能源、运营、餐厨垃圾,大气治理、土壤污染修复(含环境药剂销售)、新能源发电(包括垃圾发电和光热发电等新能源领域)、环评咨询服务等业务。
1567,300188,美亚柏科,厦门市美亚柏科信息股份有限公司,福建,厦门市,133664.04,27171.63,2382,2011-03-16,--,,其他软件服务,电子数据取证产品、大数据信息化产品、网络空间安全产品及专项执法装备、存证云+、网络空间安全服务、数据服务和培训及技术支持增值服务,电子数据取证和网络信息安全产品及相关服务
1568,300189,神农基因,海南神农基因科技股份有限公司,海南,海口市,45143.83,-1634.57,367,2011-03-16,--,,种子,农业,优质杂交水稻种子和其他农作物良种的选育、推广、销售。
1569,300190,维尔利,江苏维尔利环保科技股份有限公司,江苏,常州市,141776.54,13870.31,1442,2011-03-16,--,,环保设备,环保,从事环保设备的研发、生产、销售和环保工程的设计、承包、施工、安装及相关技术咨询服务。
1570,300191,潜能恒信,潜能恒信能源技术股份有限公司,北京,北京市,8210.83,-1677.88,64,2011-03-16,--,,油田服务,石油勘探技术服务、石油勘探工程服务、油气开采,石油勘探行业的地震数据处理解释业务，为石油公司提供找油服务
1571,300192,科斯伍德,苏州科斯伍德油墨股份有限公司,江苏,苏州市,47213.09,576.48,370,2011-03-22,--,,油墨,胶印油墨,胶印油墨的研发、生产及销售
1572,300193,佳士科技,深圳市佳士科技股份有限公司,广东,深圳市,80651.76,14377.09,1012,2011-03-22,--,,其他通用机械,逆变焊机、焊割配件,焊割设备的研发、生产和销售
1573,300194,福安药业,福安药业(集团)股份有限公司,重庆,重庆市,209080.68,28481.47,3039,2011-03-22,--,,化学制剂,制剂、原料药及中间体、药品经销,从事单环β-内酰胺类、青霉素类、头孢类抗生素原料药及制剂的研发、生产和销售。
1574,300195,长荣股份,天津长荣科技集团股份有限公司,天津,天津市,112976.56,14830.75,1866,2011-03-29,--,,印刷包装设备,印刷设备、包装设备、检测设备、精密模具,模切机、模烫机及糊盒机等设备的生产、加工和销售。
1575,300196,长海股份,江苏长海复合材料股份有限公司,江苏,常州市,202719.07,20194.05,1939,2011-03-29,--,,玻纤,玻纤纱、短切毡、湿法薄毡、复合隔板、涂层毡,玻纤制品及玻纤复合材料的研发、生产和销售
1576,300197,铁汉生态,深圳市铁汉生态环境股份有限公司,广东,深圳市,818779.03,75711.11,5121,2011-03-29,--,,园林工程,生态修复工程、园林绿化工程、环保工程设计与施工、环境污染治理设施营运服务,生态环保与景观旅游的建设与运营
1577,300198,纳川股份,福建纳川管材科技股份有限公司,福建,泉州市,147981.18,7117.95,931,2011-04-07,--,,管材,管材销售 、材料贸易、新能源汽车、工程服务,"研发、生产和销售高密度聚乙烯(HDPE)缠绕增强管及配套管件,以及为高密度聚乙烯(HDPE)缠绕增强管的设计和施工提供技术支持服务。"
1578,300199,翰宇药业,深圳翰宇药业股份有限公司,广东,深圳市,124623.35,32972.14,927,2011-04-07,--,,化学制剂,多肽制剂、多肽原料药和客户肽(定制服务)、药品组合包装类、器械类、固体类,化学合成多肽药物的研发、生产和销售
1579,300200,高盟新材,北京高盟新材料股份有限公司,北京,北京市,85360.84,4332.35,752,2011-04-07,--,,聚氨酯,聚氨酯胶粘剂、光伏组件、塑胶密封件、塑胶减震缓冲材,从事复合聚氨酯胶粘剂研制、开发、生产和销售
1580,300201,海伦哲,徐州海伦哲专用车辆股份有限公司,江苏,徐州市,155732.52,16041.71,1360,2011-04-07,--,,其他专用车辆,高空作业车、电源车、抢修车、备件修理、自动集成控制系统、消防车、智能电源,高空作业车、电力保障车辆、消防车及军品的研发、制造、销售与服务等业务
序号,股票代码,股票简称,公司名称,省份,城市,主营业务收入(201712),净利润(201712),员工人数,上市日期,招股书,公司财报,行业分类,产品类型,主营业务
1581,300202,聚龙股份,聚龙股份有限公司,辽宁,鞍山市,68312.44,5886.8,2108,2011-04-15,--,,专用计算机设备,清分机系列、捆钞机系列、人民币鉴别仪,金融机具产品的研发、生产及销售以及现金流通管理系统解决方案的设计、提供。
1582,300203,聚光科技,聚光科技(杭州)股份有限公司,浙江,杭州市,279939.93,44890.7,4190,2011-04-15,--,,环保设备,仪器仪表及运营维护服务、污水处理设备、污水治理综合解决方案与污水处理设施的运营维护服务,研发、生产和销售应用于环境监测、工业过程分析等领域的仪器仪表
1583,300204,舒泰神,舒泰神(北京)生物制药股份有限公司,北京,北京市,138788.59,26302.68,678,2011-04-15,--,,生物医药,药品生物制品,生物制品和部分化学药品的研发、生产和销售
1584,300205,天喻信息,武汉天喻信息产业股份有限公司,湖北,武汉市,193607.04,2259.69,2663,2011-04-21,--,,通信终端设备,智能卡、技术服务与开发、终端,数据安全相关的智能卡、终端设备及系统解决方案等的设计、制造、销售和服务
1585,300206,理邦仪器,深圳市理邦精密仪器股份有限公司,广东,深圳市,84327.8,4376.7,1797,2011-04-21,--,,医疗器械,医疗电子设备产品、体外诊断产品,妇幼保健产品及系统、多参数监护产品及系统、数字超声诊断系统、心电产品及系统、血液细胞分析仪等五大系列产品的研发、生产和销售。
1586,300207,欣旺达,欣旺达电子股份有限公司,广东,深圳市,1404488.25,54380.06,20580,2011-04-21,--,,电子零部件,工业制造业、检测服务业,锂离子电池模组的研发、设计、生产及销售
1587,300208,恒顺众昇,青岛市恒顺众昇集团股份有限公司,山东,青岛市,152229.86,33414.47,509,2011-04-26,--,,电气自控设备,机械成套装备,机械成套装备、余热余压利用、电容器、电抗器等电能质量优化产品的生产销售、采掘服务、煤炭产销等。
1588,300209,天泽信息,天泽信息产业股份有限公司,江苏,南京市,99516.28,10835.17,1345,2011-04-26,--,,行业应用软件,通信工程、软件服务、现代制造,主要为客户提供以物联网、产业互联网技术为核心的信息管理卓越解决方案及相关软、硬件产品与服务。
1589,300210,森远股份,鞍山森远路桥股份有限公司,辽宁,鞍山市,40664.13,5542.29,662,2011-04-26,--,,公路养护机械,公路养护高端设备、服务,新型公路养护设备研发、生产和销售
1590,300211,亿通科技,江苏亿通高科技股份有限公司,江苏,苏州市,16944.96,365.66,314,2011-05-05,--,,通信传输设备,有线电视网络光传输设备、下一代有线电视网络设备、智能化监控工程,主要从事广播电视设备制造，具体包括有线电视网络传输设备、终端接收设备的研发、制造及销售，提供有线电视网络系统软件服务、以及基于有线电视网络系统技术之上的智能化监控工程服务。
1591,300212,易华录,北京易华录信息技术股份有限公司,北京,北京市,299335.63,20111.84,1790,2011-05-05,--,,行业应用软件,智能交通管理系统、公共安全系统、智慧城市系统、数据运营服务,智能交通管理系统、公共安全系统、智慧城市系统的研发、生产和销售
1592,300213,佳讯飞鸿,北京佳讯飞鸿电气股份有限公司,北京,北京市,117262.38,11621.08,832,2011-05-05,--,,通信终端设备,通信产品、监控产品、系统产品,通信信息领域的技术应用创新，向客户提供通信、信息、控制一体化的指挥调度系统及全面解决方案
1593,300214,日科化学,山东日科化学股份有限公司,山东,潍坊市,210321.69,9508.55,836,2011-05-11,--,,其他化学制品,PVC塑料改性剂产品,PVC塑料改性剂产品的研发、生产和销售、服务
1594,300215,电科院,苏州电器科学研究院股份有限公司,江苏,苏州市,64265.45,12580.87,1266,2011-05-11,--,,其他输变电设备,专业技术服务,高低压电器元件、成套配电装置、日用电器元件、电器测试仪器等检测服务
1595,300216,千山药机,湖南千山制药机械股份有限公司,湖南,长沙市,30791.65,-32408.91,1689,2011-05-11,--,,医疗器械,注射剂成套生产设备、大输液产品连接装置、可穿戴智能硬件和设备,制药装备、医疗器械装备及医疗器械的生产销售。
1596,300217,东方电热,镇江东方电热科技股份有限公司,江苏,镇江市,173019.78,8335.75,3314,2011-05-18,--,,油服行业、民用电加热器、工业用电加热器、光通信、动力锂电池,油服行业、民用电加热器、工业用电加热器、光通信、动力锂电池,电加热产品的研发、生产、销售等
1597,300218,安利股份,安徽安利材料科技股份有限公司,安徽,合肥市,149295.67,-1666.29,2336,2011-05-18,--,,其他化学制品,人造革合成革,中高档聚氨酯合成革产品的研发、生产、销售与服务
1598,300219,鸿利智汇,鸿利智汇集团股份有限公司,广东,广州市,369926.12,35348.98,4047,2011-05-18,--,,LED,LED封装板块、汽车照明产品、互联网车主服务,LED器件及其应用产品的研发、生产与销售
1599,300220,金运激光,武汉金运激光股份有限公司,湖北,武汉市,18494.95,-4234.51,284,2011-05-25,--,,电子零部件,X-Y轴系列、裁床系列、固体激光产品系列、3D,X-Y轴系列、振镜及雕花系列、裁床系列、3D打印、金属激光产品系列及其他激光设备的生产和销售。
1600,300221,银禧科技,广东银禧科技股份有限公司,广东,东莞市,256345.14,21855.82,2346,2011-05-25,--,,塑料制品,阻燃料、耐候料、增强增韧料、塑料合金料、环保耐用料、改性塑料-其他、LED相关产品、CNC金属精密结构件,生产和销售改性塑料
序号,股票代码,股票简称,公司名称,省份,城市,主营业务收入(201712),净利润(201712),员工人数,上市日期,招股书,公司财报,行业分类,产品类型,主营业务
